,V1,V2,angles,r,assigned_phase,gene_biotype,gene_symbols
ENSG00000162910,1.61920741344039,-0.0332541714355938,1.5913307543262187,1.6195488531249023,S,protein_coding,MRPL55
ENSG00000082074,-1.6182291685511898,-0.0200234591607295,4.700015926106719,1.6183530458050976,G1,protein_coding,FYB1
ENSG00000129071,1.1843462017956998,-1.1023291427344,2.320342476667326,1.6179633693719575,S,protein_coding,MBD4
ENSG00000083457,1.57872871012124,-0.349281407160076,1.788531172009165,1.6169050193344063,S,protein_coding,ITGAE
ENSG00000101367,1.61359394983432,0.0295416738920384,1.552490374458703,1.6138643516226094,S,protein_coding,MAPRE1
ENSG00000020577,-1.52561836063757,-0.51617350741392,4.386141689549824,1.6105733364458927,G1,protein_coding,SAMD4A
ENSG00000125450,1.59330359016713,0.232813762920895,1.4257029941599286,1.6102231456058667,S,protein_coding,NUP85
ENSG00000169714,1.22170422859167,-1.0488200282208,2.2801982769432274,1.6101505127645201,S,protein_coding,CNBP
ENSG00000182872,1.5989633197830802,0.177866301449143,1.4600132595355098,1.6088256957181302,S,protein_coding,RBM10
ENSG00000145907,1.58651611764656,-0.26296574833152697,1.7350534105004085,1.6081618004255274,S,protein_coding,G3BP1
ENSG00000262919,1.6041276430867402,0.11018974340197998,1.5022126809911154,1.6079077320748272,S,protein_coding,CCNQ
ENSG00000128283,1.5780653156774802,0.30624476794243605,1.3791154693579473,1.6075061425812287,S,protein_coding,CDC42EP1
ENSG00000169813,1.47699581032068,-0.630229512853189,1.9741033735192695,1.6058349425068597,S,protein_coding,HNRNPF
ENSG00000099940,0.6670373917455861,-1.46023194022087,2.713096305170104,1.6053710478353473,S,protein_coding,SNAP29
ENSG00000007520,1.43710605780869,-0.7140227390834741,2.0319188612808317,1.6047125266909026,S,protein_coding,TSR3
ENSG00000140307,1.50674700017445,0.549078793524644,1.221339209150311,1.603675167866979,G2,protein_coding,GTF2A2
ENSG00000101972,0.699827021467623,-1.44160114368061,2.6896516707138964,1.6024892253732903,S,protein_coding,STAG2
ENSG00000175727,-1.59657114950008,0.125395594619001,4.790768641404655,1.6014878989757804,G1,protein_coding,MLXIP
ENSG00000052802,-0.9706514515738371,-1.2729450709548797,3.793061198451156,1.600797736789605,G1/S,protein_coding,MSMO1
ENSG00000213064,0.846267777804167,1.35881053120837,0.5570160354038116,1.6007920575366357,G2/M,protein_coding,SFT2D2
ENSG00000141858,1.18097880777,-1.08062994150286,2.311853005342384,1.6007723182496396,S,protein_coding,SAMD1
ENSG00000065457,1.4755509921763,-0.619207121781101,1.9681222386416397,1.6002087958066282,S,protein_coding,ADAT1
ENSG00000175550,0.8583553602330241,-1.34835814580782,2.5747001984388707,1.5983878170854116,S,protein_coding,DRAP1
ENSG00000116670,1.59707736718081,0.00248697192605009,1.5692391261439087,1.5970793035383524,S,protein_coding,MAD2L2
ENSG00000103342,1.5357517397407299,0.42716578392982496,1.299506104014938,1.594052700846826,G2,protein_coding,GSPT1
ENSG00000105220,1.16616538347649,-1.08349945701995,2.3194651302230174,1.591826867150255,S,protein_coding,GPI
ENSG00000118257,1.24990334550891,0.9847712815231819,0.9034907107771768,1.5912362646782454,G2,protein_coding,NRP2
ENSG00000114796,-1.58526525464331,-0.128585492500236,4.631453251139341,1.5904716773526169,G1,protein_coding,KLHL24
ENSG00000124635,0.23338615063663895,1.57297237309357,0.14729807290051894,1.5901921839276552,M/G1,protein_coding,HIST1H2BJ
ENSG00000080839,1.4085861979520402,-0.737915868873904,2.053356974409383,1.5901682007249778,S,protein_coding,RBL1
ENSG00000135821,-1.4082158820683202,0.7291439219279221,5.1901580291201785,1.5857877630357375,G1,protein_coding,GLUL
ENSG00000148950,1.2458202311348798,0.9783627723252231,0.9050732906410816,1.5840649489767968,G2,protein_coding,IMMP1L
ENSG00000136450,1.3094836000016499,-0.890451078932363,2.167974149870604,1.583556258124444,S,protein_coding,SRSF1
ENSG00000125970,1.47805074333534,0.566610061815683,1.204725687060595,1.58293428859979,G2,protein_coding,RALY
ENSG00000143870,1.5397683425599098,0.366830871342851,1.3369183293865525,1.582861787055284,G2,protein_coding,PDIA6
ENSG00000127337,1.19641748159609,-1.0360548194922,2.28448578466951,1.5826636974612593,S,protein_coding,YEATS4
ENSG00000066044,1.5536480155824302,-0.30008305913074396,1.7615942396945676,1.5823627898495618,S,protein_coding,ELAVL1
ENSG00000108384,1.22846265003601,-0.9967500784531941,2.2524379027251014,1.5819706702179865,S,protein_coding,RAD51C
ENSG00000185222,0.666683149644413,-1.4342010950990802,2.7064613185764013,1.581581235094548,S,protein_coding,TCEAL9
ENSG00000171462,1.39710731305056,-0.74115816011078,2.0585411155832625,1.5815259284874692,S,protein_coding,DLK2
ENSG00000141698,1.28212710300381,-0.925186705165697,2.195874263937983,1.581082018009281,S,protein_coding,NT5C3B
ENSG00000071894,1.53285142119457,-0.386364153607858,1.8177089608710144,1.5807943378729978,S,protein_coding,CPSF1
ENSG00000105355,-0.669365898475895,1.4296908005047602,5.845308560574233,1.5786280407652666,G1,protein_coding,PLIN3
ENSG00000107672,1.56925262783559,-0.159338661951249,1.6719874482902393,1.5773213430247242,S,protein_coding,NSMCE4A
ENSG00000184897,1.1887061448586,1.03589850026242,0.8539802338499436,1.5767396746674849,G2,protein_coding,H1FX
ENSG00000130958,-0.881499376662636,1.3063879451279,5.6895999858416335,1.5759729103738152,G1,protein_coding,SLC35D2
ENSG00000145220,1.57572822259187,0.0242950790180315,1.5553792302642242,1.5759155060906744,S,protein_coding,LYAR
ENSG00000129351,1.5747873914752,-0.0114862014341122,1.5780900083517768,1.5748292800086774,S,protein_coding,ILF3
ENSG00000153922,1.18024909371575,-1.04065243091612,2.293421218342692,1.5735137130601942,S,protein_coding,CHD1
ENSG00000270647,1.56078699599384,-0.196691029159257,1.6961559137927062,1.5731317197918306,S,protein_coding,TAF15
ENSG00000004779,0.34035886891359596,-1.5345997290102602,2.923335630843523,1.5718907366374122,G1/S,protein_coding,NDUFAB1
ENSG00000167695,1.09177280025298,-1.1307236215413798,2.3737184032664103,1.571783622412413,S,protein_coding,FAM57A
ENSG00000141456,1.42357701292914,-0.664677985388432,2.007620772278141,1.5711041773225216,S,protein_coding,PELP1
ENSG00000149485,1.24893894659622,-0.951790262496817,2.2219833417298287,1.570271694996963,S,protein_coding,FADS1
ENSG00000255717,1.3534691239008798,-0.7954814421298342,2.102148775384041,1.5699265569210479,S,processed_transcript,SNHG1
ENSG00000168556,1.2790833732332498,-0.9072220270304351,2.1877201248566176,1.5681537175962568,S,protein_coding,ING2
ENSG00000104756,1.39784914022297,0.7096290891717509,1.1010412220694432,1.567659294304992,G2,protein_coding,KCTD9
ENSG00000144580,1.24252187285495,-0.953367676864806,2.225268004222842,1.5661323481154361,S,protein_coding,CNOT9
ENSG00000151914,-1.55005578741713,0.218240762630703,4.8522649704156064,1.565344043518539,G1,protein_coding,DST
ENSG00000136270,1.1519240243200302,-1.05656179635288,2.313041382526015,1.563090460375879,S,protein_coding,TBRG4
ENSG00000101407,1.3237677114531599,-0.828563056243905,2.1300517148682188,1.5616906518443967,S,protein_coding,TTI1
ENSG00000139687,1.5391530708605201,-0.26254033355010997,1.7397448371610573,1.5613838740937387,S,protein_coding,RB1
ENSG00000184887,1.4708996018345402,-0.522112221732911,1.911884028469906,1.5608160720468909,S,protein_coding,BTBD6
ENSG00000153317,1.2191881402523799,-0.9733309876334241,2.244526421898557,1.5600618362166012,S,protein_coding,ASAP1
ENSG00000115350,1.18947461374261,-1.00680837231589,2.27321484089756,1.5583686840101423,S,protein_coding,POLE4
ENSG00000124151,-0.840146167957456,1.31176060288325,5.713537216136206,1.5577424250530718,G1,protein_coding,NCOA3
ENSG00000055044,1.54646194556005,-0.176149260079849,1.6842122006050255,1.5564617280524609,S,protein_coding,NOP58
ENSG00000138031,0.974618254544288,-1.21049556399879,2.463725485954583,1.5540850210177382,S,protein_coding,ADCY3
ENSG00000146247,1.2986575815292098,-0.8529882075754941,2.1519531093373505,1.5537375570945533,S,protein_coding,PHIP
ENSG00000135045,1.49556461524607,0.414685572581049,1.300314502290245,1.5519915085086637,G2,protein_coding,C9orf40
ENSG00000105325,0.7877146223393141,1.33363427922162,0.533518098362394,1.5488946758776525,G2/M,protein_coding,FZR1
ENSG00000177674,0.606181510475902,-1.4251394227280603,2.7394265071701915,1.5487021656395121,G1/S,protein_coding,AGTRAP
ENSG00000166471,0.777359781223761,-1.3370473196056,2.6149616435158736,1.5466039455299385,S,protein_coding,TMEM41B
ENSG00000119487,1.52205845093677,0.270166625066669,1.3951251856304996,1.5458499064812063,S,protein_coding,MAPKAP1
ENSG00000175029,1.47004082440299,-0.477432509699375,1.884824708203539,1.5456266776713148,S,protein_coding,CTBP2
ENSG00000110107,1.31845907550322,-0.805077699048021,2.1189881987136765,1.5448250500562388,S,protein_coding,PRPF19
ENSG00000146648,1.19917244955053,-0.9733576587096341,2.252625472613665,1.5444868712714004,S,protein_coding,EGFR
ENSG00000182307,1.52955691587473,0.208066418661625,1.4355956650657906,1.5436437391687534,S,protein_coding,C8orf33
ENSG00000150347,-1.3650743919805801,0.719097858864859,5.197232630878841,1.542896570177397,G1,protein_coding,ARID5B
ENSG00000173230,-1.19311405223407,0.97648681406371,5.398270389245361,1.5417676996482634,G1,protein_coding,GOLGB1
ENSG00000144381,1.26226420357028,-0.881721464512922,2.180530799891162,1.5397219426239679,S,protein_coding,HSPD1
ENSG00000149823,-0.9377022961239009,1.22079175371774,5.628194218592388,1.539356392165658,G1,protein_coding,VPS51
ENSG00000165283,1.3476868673870102,-0.743715227751118,2.0750554916156703,1.539276528930494,S,protein_coding,STOML2
ENSG00000239306,1.5182486741571901,-0.253066879475865,1.7359613034605315,1.5391952059656753,S,protein_coding,RBM14
ENSG00000165169,-1.4688076411443503,0.458737735894753,5.015109689223474,1.5387775008161104,G1,protein_coding,DYNLT3
ENSG00000166123,1.4542164339386001,-0.501338008346915,1.9027845418098486,1.538208449902142,S,protein_coding,GPT2
ENSG00000204392,1.33421336841645,-0.761854254003135,2.0896297161300796,1.5364072431500195,S,protein_coding,LSM2
ENSG00000156711,1.51009412534163,0.27879982896253896,1.3882280070242272,1.5356150598443752,S,protein_coding,MAPK13
ENSG00000159199,1.47963765497856,-0.40494853685187293,1.8379357500672147,1.5340504905409487,S,protein_coding,ATP5MC1
ENSG00000136492,1.1560233913200002,-1.0043115265406701,2.286083508962341,1.5313496412059022,S,protein_coding,BRIP1
ENSG00000100722,1.30863846089254,-0.792461728367109,2.115295502097005,1.5298791495584814,S,protein_coding,ZC3H14
ENSG00000157954,0.326807376140333,-1.49337625005282,2.926151035208681,1.5287170062904225,G1/S,protein_coding,WIPI2
ENSG00000116221,1.49143036820396,-0.33012185517127396,1.7886299435928932,1.5275290447198455,S,protein_coding,MRPL37
ENSG00000138867,1.5042775938884398,-0.26187169971128105,1.7431537445598888,1.5269013938642106,S,protein_coding,GUCD1
ENSG00000143742,1.51633513623469,0.17589082655367003,1.4553150996982152,1.5265024822271365,S,protein_coding,SRP9
ENSG00000144136,1.06700931481598,-1.09091302370657,2.3672712239754627,1.525975131906375,S,protein_coding,SLC20A1
ENSG00000284681,1.5191229949187601,-0.142584238428197,1.6643817270145422,1.525799770198925,S,protein_coding,AC007240.1
ENSG00000013588,-1.4370530219681001,0.512506021364851,5.054964056656026,1.525707642336132,G1,protein_coding,GPRC5A
ENSG00000135829,1.52137910433013,-0.0907086500123271,1.630348474521624,1.5240808503092633,S,protein_coding,DHX9
ENSG00000019549,-1.22206481605123,-0.9088778792628219,4.072917181714062,1.522990943519892,G1,protein_coding,SNAI2
ENSG00000102007,1.2939371379587,0.8020948711479129,1.0158821936122882,1.5223762673237318,G2,protein_coding,PLP2
ENSG00000112081,1.44364993972026,-0.481072677498117,1.892457125330038,1.5216951302706851,S,protein_coding,SRSF3
ENSG00000103257,1.329470615065,0.7393420316039291,1.063268424368076,1.5212227831641014,G2,protein_coding,SLC7A5
ENSG00000133639,-0.960004815833353,1.17967940914896,5.6000955173740685,1.520938116687615,G1,protein_coding,BTG1
ENSG00000146909,1.4169023705755701,-0.552426029699663,1.9425507711066565,1.5207849440444903,S,protein_coding,NOM1
ENSG00000135842,1.4887586234887498,0.29628779740884803,1.3743464462399775,1.517955433438513,S,protein_coding,FAM129A
ENSG00000057757,1.50975623784125,0.15007821604192098,1.4717162293874049,1.5171972082201082,S,protein_coding,PITHD1
ENSG00000183722,1.02622439130521,-1.11636415525573,2.398240192453436,1.5163790517049451,S,protein_coding,LHFPL6
ENSG00000143179,1.09349428042664,-1.0495587236005899,2.335695975772102,1.5156857377477282,S,protein_coding,UCK2
ENSG00000108828,-1.44409691235255,-0.4597238078525471,4.404186280632891,1.5155071335274586,G1,protein_coding,VAT1
ENSG00000136770,1.50180977956983,-0.19902080917322,1.7025492869097139,1.5149395685952443,S,protein_coding,DNAJC1
ENSG00000160345,0.18580973368250797,-1.50300459355859,3.0185912152920586,1.5144464551080659,G1/S,protein_coding,C9orf116
ENSG00000133597,1.23594298504301,-0.873687254904764,2.186137714059628,1.5135668077954298,S,protein_coding,ADCK2
ENSG00000108262,1.31834946333114,0.7418054185951959,1.0582721329928642,1.512719599437615,G2,protein_coding,GIT1
ENSG00000172954,1.11394405162892,-1.02186491259312,2.3131091035909894,1.511647859042707,S,protein_coding,LCLAT1
ENSG00000130713,1.4461923736611102,-0.430907301158195,1.860380399055824,1.5090240169815043,S,protein_coding,EXOSC2
ENSG00000167674,1.50622249237277,-0.06894611254215201,1.61653858573616,1.507799642845267,S,protein_coding,HDGFL2
ENSG00000232316,-1.5045877068627802,0.0942330791750214,4.7749377807474875,1.5075357511029068,G1,lincRNA,LINC02518
ENSG00000079246,1.5021235727401598,0.125864878773047,1.4872003092850117,1.5073875399147414,S,protein_coding,XRCC5
ENSG00000160447,1.5045265897078601,-0.0888115005101829,1.6297574392884195,1.5071455609067208,S,protein_coding,PKN3
ENSG00000183963,0.874435470833578,1.22604840646025,0.6195397925615329,1.5059322984900947,G2/M,protein_coding,SMTN
ENSG00000125482,1.46270355570874,0.35113803813299893,1.3351936950676055,1.5042604873182313,G2,protein_coding,TTF1
ENSG00000075188,1.47349683189323,0.30092826593015803,1.3693393882933527,1.503911810856979,S,protein_coding,NUP37
ENSG00000103202,0.19292111976643,-1.4891326950905501,3.012757568363133,1.5015774179307502,G1/S,protein_coding,NME4
ENSG00000020922,1.32445144928478,-0.7072325785589271,2.0612581493652677,1.5014491538802317,S,protein_coding,MRE11
ENSG00000120948,1.33865111705481,0.6767312154348349,1.1027327756869785,1.4999839836264919,G2,protein_coding,TARDBP
ENSG00000081870,1.46924180004616,-0.297038628973446,1.7702788688330096,1.4989674493147958,S,protein_coding,HSPB11
ENSG00000088247,1.49612299124427,0.0840192314028501,1.5146972799009155,1.4984803089047343,S,protein_coding,KHSRP
ENSG00000135052,1.02201993144211,-1.09583552405573,2.391034320208965,1.4984592874173897,S,protein_coding,GOLM1
ENSG00000131187,1.25535021343992,-0.8180611351388108,2.148337406696849,1.4983751797224394,S,protein_coding,F12
ENSG00000177494,1.18105169219553,-0.920041577288884,2.232601799893184,1.4971170974837416,S,protein_coding,ZBED2
ENSG00000137100,-0.082017549204879,1.4943950791170502,6.228356869918842,1.496644089577355,M/G1,protein_coding,DCTN3
ENSG00000205981,1.4596969510789202,-0.329304200638589,1.7926795473498702,1.496381116409625,S,protein_coding,DNAJC19
ENSG00000085117,1.27298715671925,-0.783470542691251,2.122504770460126,1.4947649957224325,S,protein_coding,CD82
ENSG00000170264,0.7152488609759771,-1.3115004938953798,2.642313540240112,1.4938589219251122,S,protein_coding,FAM161A
ENSG00000172893,0.502447603255183,-1.4067508558343997,2.7985456496230725,1.4937876570676616,G1/S,protein_coding,DHCR7
ENSG00000176209,0.43744482262755296,1.4265562498847197,0.29754094738628456,1.4921195350670824,M/G1,protein_coding,SMIM19
ENSG00000178966,1.4791802003548702,-0.192452127303277,1.7001768363373204,1.4916473733511653,S,protein_coding,RMI1
ENSG00000050405,-1.2372493101864,-0.832379366442556,4.120175585971078,1.4911878705367856,G1,protein_coding,LIMA1
ENSG00000134574,0.89930231066045,-1.1871654160526202,2.4932956820821577,1.4893308467330606,S,protein_coding,DDB2
ENSG00000166822,1.4883505751705801,0.021502465805338003,1.5563501537317175,1.4885058920428587,S,protein_coding,TMEM170A
ENSG00000139926,-1.33171299509962,0.6645111337339611,5.175228062377571,1.488299213254376,G1,protein_coding,FRMD6
ENSG00000131148,1.27426004539205,-0.7682586072294991,2.1133496110216043,1.4879381542472656,S,protein_coding,EMC8
ENSG00000132522,1.4304026204576599,0.40363833792981496,1.2957625124716428,1.4862622798345129,G2,protein_coding,GPS2
ENSG00000278535,1.3663058503451397,-0.58386092690404,1.974637269262069,1.4858281390028256,S,protein_coding,DHRS11
ENSG00000134375,0.78785661584955,-1.2592195058771498,2.582511258889536,1.485379349230155,S,protein_coding,TIMM17A
ENSG00000162458,-1.48155388370574,0.105617360594863,4.783556819158793,1.4853137504186065,G1,protein_coding,FBLIM1
ENSG00000223551,-1.48483361457675,-0.00820956463058247,4.70686009088614,1.4848563095223997,G1,processed_pseudogene,TMSB4XP4
ENSG00000262814,1.17170464581175,-0.9116908030360229,2.2320335449260154,1.4846116991851124,S,protein_coding,MRPL12
ENSG00000161547,1.30764200966594,-0.700267619448526,2.0624540362144437,1.4833416208990038,S,protein_coding,SRSF2
ENSG00000072042,0.9005642263131529,-1.17850609348371,2.489092169196945,1.4832034715753744,S,protein_coding,RDH11
ENSG00000145860,0.979851458869475,1.11244170408797,0.7221120110338722,1.4824423855390756,G2/M,protein_coding,RNF145
ENSG00000184900,1.20803548870598,-0.8551351683767059,2.1867863673236996,1.4800695585572163,S,protein_coding,SUMO3
ENSG00000012963,1.04491528573525,-1.04670335578046,2.3570493638170773,1.4789982655044782,S,protein_coding,UBR7
ENSG00000143771,0.9690508314413159,1.1171534528411,0.7145256364471585,1.4788817907837994,G2/M,protein_coding,CNIH4
ENSG00000173218,1.07153051340656,1.0184067369833398,0.8108115290137136,1.47828614384847,G2/M,protein_coding,VANGL1
ENSG00000285077,1.28230736804513,0.730571651432607,1.0529300363038196,1.475820830595569,G2,protein_coding,ARHGAP11B
ENSG00000136271,0.494097430215948,-1.38452105209349,2.798808545220694,1.4700444939647466,G1/S,protein_coding,DDX56
ENSG00000189306,1.36422100816914,-0.546593233526132,1.9518743470916287,1.469647278113554,S,protein_coding,RRP7A
ENSG00000166582,1.29348101645874,-0.69687606596119,2.0649691829645396,1.4692615122055979,S,protein_coding,CENPV
ENSG00000108344,1.4237733540106001,-0.362202995523555,1.8199085973553322,1.4691227224288754,S,protein_coding,PSMD3
ENSG00000124225,-1.4271967959707599,0.34625719786367404,4.95040364454185,1.4685995851496099,G1,protein_coding,PMEPA1
ENSG00000127445,1.37575493995343,-0.510994339389614,1.9264319858761174,1.4675887944838273,S,protein_coding,PIN1
ENSG00000186283,1.1473084197308798,-0.9150412619060071,2.2440444738556957,1.4675207395385956,S,protein_coding,TOR3A
ENSG00000090686,1.45404307425854,0.197764321037094,1.4356158620868413,1.4674304032813579,S,protein_coding,USP48
ENSG00000136240,1.33842264902148,-0.5992403117739781,1.9917536587709603,1.4664460912930453,S,protein_coding,KDELR2
ENSG00000132313,1.30052654397853,-0.675250283900263,2.0496959265459047,1.4653778480310546,S,protein_coding,MRPL35
ENSG00000121578,1.46331460548565,0.029889137532692997,1.550373526523078,1.4636198260375104,S,protein_coding,B4GALT4
ENSG00000004142,1.3348973026992499,-0.5996711644811601,1.9930067744893127,1.4634057244195553,S,protein_coding,POLDIP2
ENSG00000159720,-0.0552981771505795,-1.46204608728637,3.1793970918492573,1.4630914700542685,G1/S,protein_coding,ATP6V0D1
ENSG00000146054,1.44367324784714,-0.231055988639793,1.729497696666142,1.4620462771184166,S,protein_coding,TRIM7
ENSG00000130826,1.4336854524473501,-0.28352434865166104,1.7660362521014499,1.461451344669918,S,protein_coding,DKC1
ENSG00000101255,0.9887916304186422,-1.07157664273803,2.3963526050601027,1.4580759203990938,S,protein_coding,TRIB3
ENSG00000173141,1.30125871089407,-0.657807080707316,2.0388469814865995,1.4580755769528473,S,protein_coding,MRPL57
ENSG00000186432,0.9052990190778198,1.14087477299706,0.6707729485649465,1.4564208051261682,G2/M,protein_coding,KPNA4
ENSG00000128989,1.4561053449781698,0.0095561276322855,1.5642336213741876,1.4561367021160203,S,protein_coding,ARPP19
ENSG00000206075,1.20292419720719,-0.8134221240919681,2.165372650906047,1.4521302201210646,S,protein_coding,SERPINB5
ENSG00000103978,1.03037589407959,1.02320414172166,0.7888904661452774,1.4521092241070137,G2/M,protein_coding,TMEM87A
ENSG00000108395,0.23266034754504897,-1.4332029972346898,2.9806605980369496,1.4519647614877853,G1/S,protein_coding,TRIM37
ENSG00000224578,-0.14095445036885001,1.4450249823508001,6.185948284598222,1.4518833826091937,M/G1,protein_coding,HNRNPA1P48
ENSG00000102081,1.43347541488165,0.223949197320052,1.415820924298415,1.4508635387418123,S,protein_coding,FMR1
ENSG00000167522,1.41796615738058,-0.30600603984205,1.783343041176302,1.450609430514107,S,protein_coding,ANKRD11
ENSG00000148926,-1.22517483644391,0.775640420576067,5.276781468864012,1.4500591166868955,G1,protein_coding,ADM
ENSG00000123505,1.34012320098693,-0.553632356811735,1.962562054571548,1.449978958582631,S,protein_coding,AMD1
ENSG00000124356,1.2267778523391002,-0.7720623603185959,2.132511615305609,1.4495048075844579,S,protein_coding,STAMBP
ENSG00000136943,1.4120349623190303,0.32093503516245103,1.3473076053997974,1.4480476620629685,G2,protein_coding,CTSV
ENSG00000213390,0.858773651950631,1.1649430185820902,0.6352462272074767,1.4472679163955013,G2/M,protein_coding,ARHGAP19
ENSG00000239672,1.08110656261089,-0.961994547177756,2.297960787701339,1.4471437069344808,S,protein_coding,NME1
ENSG00000148297,1.33366674520351,-0.559611673279403,1.968087505378029,1.446316774476566,S,protein_coding,MED22
ENSG00000085840,1.115769072272,-0.9186160123695452,2.2595857801328916,1.4452667576680935,S,protein_coding,ORC1
ENSG00000163584,0.766576544939157,-1.22461257615167,2.5822927051577667,1.4447544984943586,S,protein_coding,RPL22L1
ENSG00000186081,0.35567190439493107,-1.3985613866913797,2.8925591277090983,1.443078811402909,G1/S,protein_coding,KRT5
ENSG00000127191,1.2247803193023798,-0.7629621869915021,2.127911472127615,1.4429823731873148,S,protein_coding,TRAF2
ENSG00000140832,0.925964167881016,-1.10615810305516,2.4446359552356616,1.442565558009123,S,protein_coding,MARVELD3
ENSG00000131351,1.43862655906993,0.10094617220551401,1.5007427148146555,1.4421638277755868,S,protein_coding,HAUS8
ENSG00000169188,0.670113706351694,-1.27671761184925,2.658245766934913,1.44189467016369,S,protein_coding,APEX2
ENSG00000128973,1.12033216605674,-0.906556349246109,2.2511130365912,1.4411761088291117,S,protein_coding,CLN6
ENSG00000129194,1.11507864645838,0.9130067801381059,0.8847071620467454,1.4411737467653245,G2,protein_coding,SOX15
ENSG00000137648,1.0681295946546898,0.967024556019356,0.8350366562333096,1.4408460441426851,G2,protein_coding,TMPRSS4
ENSG00000116750,1.43315709046188,-0.136029057332167,1.6654284907727703,1.4395982600641888,S,protein_coding,UCHL5
ENSG00000115355,1.3186060336844398,0.57680718927536,1.1584386876271424,1.4392457766721956,G2,protein_coding,CCDC88A
ENSG00000124762,-1.2991867503718402,-0.618272829520779,4.268212947699892,1.438800717286926,G1,protein_coding,CDKN1A
ENSG00000163714,1.2369503549322,0.734879449521415,1.0347220276924998,1.438782118979727,G2,protein_coding,U2SURP
ENSG00000188312,1.4383585453816399,0.0157107470152231,1.5598740693931235,1.4384443446460358,S,protein_coding,CENPP
ENSG00000177426,-0.970969980632076,1.0612361640001602,5.542175795209589,1.438403593943796,G1,protein_coding,TGIF1
ENSG00000136280,1.3747339261939902,-0.42196415916531504,1.868610082193606,1.4380358547160201,S,protein_coding,CCM2
ENSG00000160194,0.8009452333698499,-1.19387854196932,2.550681108644048,1.4376575530468558,S,protein_coding,NDUFV3
ENSG00000174547,1.29276879799819,-0.628850979231316,2.023535034251622,1.4376038116107892,S,protein_coding,MRPL11
ENSG00000137267,0.336511707872578,1.39639546849821,0.23647703726108923,1.4363705768281578,M/G1,protein_coding,TUBB2A
ENSG00000147459,1.01816169789122,-1.0130903944340999,2.3536978562494224,1.4363166051909906,S,protein_coding,DOCK5
ENSG00000125686,1.4146917608008,0.237060742964771,1.4047682786992128,1.4344164576344893,S,protein_coding,MED1
ENSG00000164190,0.5515551658920009,1.3222628460636399,0.39518563178714244,1.432687033201065,M/G1,protein_coding,NIPBL
ENSG00000110917,0.9635346567132729,-1.06010834821699,2.403881002684241,1.4325602062904441,S,protein_coding,MLEC
ENSG00000167543,1.4304513237414,-0.0738156042442904,1.6223536129593457,1.4323546114784123,S,protein_coding,TP53I13
ENSG00000147526,1.1828073687044298,-0.807723327969624,2.1699442297304854,1.4322884646633938,S,protein_coding,TACC1
ENSG00000146963,1.26735163046067,-0.6658189688210301,2.0545274281486376,1.4316057608410278,S,protein_coding,LUC7L2
ENSG00000126001,1.3979277888475201,-0.300032191081284,1.7822153539492875,1.429762714060327,S,protein_coding,CEP250
ENSG00000104611,1.4072527423729801,-0.251654341300233,1.747752539253968,1.4295769263707103,S,protein_coding,SH2D4A
ENSG00000160991,-0.5453596058482021,-1.32033926069165,3.5332939421036107,1.4285352158818765,G1/S,protein_coding,ORAI2
ENSG00000110090,1.4254979566755301,0.0553444414017374,1.5319911791584941,1.4265719160561734,S,protein_coding,CPT1A
ENSG00000128626,1.01830285177001,-0.9979449638847651,2.34609791577529,1.425775174726331,S,protein_coding,MRPS12
ENSG00000103495,1.4011768083043101,-0.25248556288731305,1.7490784899730079,1.4237434486579303,S,protein_coding,MAZ
ENSG00000159674,-1.1922192365892599,0.7737358111841279,5.288052350009982,1.421285971788309,G1,protein_coding,SPON2
ENSG00000090470,1.39504792287981,0.271611634383235,1.3785049740637731,1.4212429725643694,S,protein_coding,PDCD7
ENSG00000123352,0.9333764727247521,-1.07149923700235,2.424979233094237,1.4210215532259594,S,protein_coding,SPATS2
ENSG00000104549,0.682679984182163,-1.24346154898781,2.639505413173131,1.4185374808633442,S,protein_coding,SQLE
ENSG00000198546,1.0816129696083399,-0.9172533568210891,2.2741526426379712,1.4181820534136398,S,protein_coding,ZNF511
ENSG00000128595,1.18931065443488,-0.771131832264833,2.146035765277879,1.4174287056090125,S,protein_coding,CALU
ENSG00000103966,1.37448823738365,-0.34621935005879306,1.8175526842427014,1.4174222211681127,S,protein_coding,EHD4
ENSG00000148484,-1.32261869868235,-0.508410595414063,4.345405445244192,1.4169691442065613,G1,protein_coding,RSU1
ENSG00000235954,1.39285703603033,-0.257077952605202,1.7533111309611942,1.4163826448156156,S,processed_transcript,TTC28-AS1
ENSG00000111786,1.28664177242677,-0.59075168867191,2.001226946827967,1.4157805649966428,S,protein_coding,SRSF9
ENSG00000153914,1.4058193322284198,-0.16537830220482,1.6878965063732878,1.415513326573547,S,protein_coding,SREK1
ENSG00000140365,1.3753818123211297,-0.331605115792759,1.807381523718654,1.4147922400422204,S,protein_coding,COMMD4
ENSG00000135074,0.8014103597901658,-1.16458685969914,2.5388641131800767,1.4136906021343238,S,protein_coding,ADAM19
ENSG00000164466,0.962477828999036,-1.03492687621353,2.3924501874356308,1.4133071889804398,S,protein_coding,SFXN1
ENSG00000115758,1.3678359216096398,0.35387708365095505,1.317634051296975,1.4128708712331066,G2,protein_coding,ODC1
ENSG00000116729,0.16392917531992302,-1.40323990962221,3.0252978645242785,1.4127827216092423,G1/S,protein_coding,WLS
ENSG00000163655,0.8812176519480759,-1.1036074841716799,2.4677741662395922,1.412265566111638,S,protein_coding,GMPS
